Name;m_Name;Vmag;Bmag;B-V;X;Y
3966;a;18.57;18.92; 0.36;-208;  68
3973; ;21.23;21.84; 0.61;-249;  68
4004; ;19.04;19.50; 0.46; 200;  67
4001;a;20.11;20.59; 0.48; 302;  67
3988; ;19.36;19.82; 0.47;-329;  66
4034; ;20.98;21.55; 0.57; 241;  66
4013; ;20.73;21.26; 0.52;-204;  65
4044; ;21.11;21.61; 0.50; 268;  64
4011; ;21.43;22.06; 0.63;-263;  64
4053; ;21.54;22.01; 0.47; 272;  64
4029; ;21.33;21.93; 0.60;-202;  64
4061; ;21.36;21.85; 0.49; 215;  63
4063;b;19.81;20.24; 0.43; 267;  63
4029;a;21.86;22.51; 0.65;-202;  63
4066; ;21.49;21.84; 0.35; 281;  63
4063;a;18.49;19.37; 0.87; 266;  62
4073; ;19.35;19.93; 0.58; 224;  62
4074; ;21.46;22.03; 0.57; 263;  62
4042; ;18.94;19.34; 0.40;-287;  61
4081;a;21.21;21.88; 0.67; 210;  61
4078; ;20.05;20.54; 0.48; 308;  61
4077; ;20.96;21.62; 0.66; 206;  61
4079; ;20.46;21.01; 0.56; 229;  61
4087; ;21.26;22.11; 0.85; 225;  60
4081; ;20.52;21.03; 0.51; 210;  60
4088; ;20.72;21.39; 0.66; 223;  60
4069;a;21.21;21.68; 0.47;-239;  60
4079;a;21.10;21.73; 0.63; 229;  60
4069; ;19.99;20.43; 0.44;-240;  59
4088;a;21.65;22.30; 0.66; 222;  58
4093;a;20.34;20.92; 0.58; 204;  58
4080; ;21.15;21.79; 0.63;-214;  58
4080;a;20.68;21.12; 0.45;-212;  58
4121; ;20.24;20.76; 0.53; 297;  58
4121;a;20.72;21.42; 0.71; 298;  57
4092; ;20.65;21.17; 0.52;-216;  57
4065;a;21.41;22.07; 0.66;-229;  57
4106; ;19.88;20.37; 0.49;-200;  57
4124;b;20.37;21.08; 0.71; 241;  56
4147; ;21.51;22.02; 0.51; 281;  55
4155; ;19.76;20.38; 0.62; 237;  55
4123; ;20.23;20.68; 0.45;-222;  55
4112;a;21.33;22.08; 0.75;-272;  54
4155;a;20.81;21.64; 0.83; 237;  54
4125; ;19.60;20.10; 0.50;-316;  54
4112;b;22.05;22.35; 0.30;-270;  53
4123;a;20.19;20.81; 0.61;-224;  53
4176; ;19.60;20.29; 0.69; 297;  53
4176;a;20.05;20.32; 0.26; 298;  53
4180; ;20.00;20.44; 0.44; 209;  52
4193;a;20.72;21.67; 0.95; 239;  52
4190;a;21.19;21.86; 0.66; 226;  51
4165; ;19.93;20.61; 0.68;-217;  51
4190; ;20.31;20.79; 0.48; 225;  51
4193; ;20.17;20.68; 0.51; 239;  51
4175; ;20.37;21.00; 0.63;-226;  50
4174; ;21.15;21.70; 0.55;-247;  50
4203; ;19.44;19.88; 0.44; 224;  50
4214; ;21.37;21.96; 0.59; 331;  50
4209;a;21.13;21.79; 0.65; 256;  50
4174;a;21.48;22.28; 0.80;-247;  49
4220; ;21.19;21.83; 0.65; 259;  49
4189; ;21.09;21.68; 0.59;-214;  49
4226; ;21.13;21.58; 0.45; 210;  49
4234;a;21.32;21.99; 0.68; 204;  48
4196;b;21.81;22.59; 0.78;-258;  48
4196; ;21.54;22.00; 0.46;-257;  48
4234; ;20.33;21.05; 0.72; 205;  48
4207; ;21.43;21.98; 0.55;-246;  47
4251; ;20.55;21.29; 0.74; 311;  46
4251;a;20.98;21.74; 0.76; 310;  46
4248; ;20.69;21.33; 0.63; 209;  46
4210; ;20.31;20.87; 0.57;-285;  45
4284; ;20.16;20.83; 0.66; 206;  43
4253; ;20.85;21.60; 0.74;-232;  43
4289; ;19.80;20.29; 0.49; 212;  42
4264; ;21.05;21.78; 0.73;-256;  42
4289;a;21.27;21.93; 0.66; 211;  41
4278; ;20.87;21.57; 0.71;-234;  41
4313; ;20.37;20.85; 0.48; 348;  41
4310; ;21.08;21.79; 0.71; 234;  41
4310;a;21.32;22.07; 0.75; 234;  40
4310;b;21.87;22.49; 0.62; 235;  40
4317; ;19.92;20.49; 0.57; 208;  40
4328; ;20.83;21.35; 0.52; 231;  40
4338; ;20.44;21.05; 0.60; 245;  39
4285; ;21.39;21.99; 0.60;-281;  39
4342; ;21.07;21.63; 0.55; 337;  39
4303; ;19.91;21.06; 1.15;-267;  38
4285;a;19.62;20.00; 0.38;-281;  38
4337;a;20.04;20.81; 0.77; 208;  38
4338;a;21.27;22.00; 0.72; 245;  38
4337; ;19.73;20.11; 0.38; 207;  37
4327; ;21.17;21.73; 0.56;-217;  37
4359; ;21.28;22.01; 0.73; 253;  37
4331; ;20.81;21.38; 0.57;-267;  37
4364; ;18.49;18.95; 0.46; 212;  36
4364;a;18.78;19.31; 0.52; 213;  36
4299;b;21.87;22.42; 0.55;-224;  36
4370; ;21.32;21.95; 0.63; 295;  36
4364;b;20.10;20.95; 0.85; 214;  35
4385;a;21.73;22.25; 0.52; 218;  35
4357; ;20.13;20.74; 0.61;-244;  34
4362; ;21.18;21.85; 0.67;-251;  34
4390; ;21.36;21.92; 0.56; 223;  34
4396; ;20.43;21.20; 0.77; 221;  33
4390;a;21.70;22.57; 0.87; 222;  32
4437; ;20.83;21.37; 0.54; 235;  31
4415; ;20.75;21.42; 0.67;-351;  29
4464; ;20.23;20.93; 0.70; 250;  28
4415;a;21.12;21.79; 0.67;-350;  27
4477; ;21.31;22.05; 0.73; 252;  27
4478;a;20.90;21.45; 0.55; 292;  26
4494; ;20.82;21.50; 0.68; 249;  26
4507;a;20.88;21.56; 0.69; 253;  25
4468; ;21.47;22.06; 0.59;-225;  25
4507; ;20.60;21.02; 0.42; 253;  24
4510; ;20.43;21.11; 0.68; 215;  24
4515; ;20.46;21.04; 0.58; 256;  23
4518; ;21.27;21.91; 0.64; 210;  23
4528; ;19.04;19.44; 0.40; 270;  23
4543;a;20.03;20.38; 0.36; 254;  22
4492;b;20.66;21.28; 0.62;-232;  21
4508; ;20.65;21.25; 0.60;-317;  21
4512; ;20.80;21.64; 0.84;-243;  21
4522;a;21.57;22.25; 0.68;-314;  21
4562; ;20.74;21.34; 0.60; 229;  20
4522; ;21.09;21.75; 0.66;-312;  20
4562;a;21.13;22.10; 0.97; 228;  19
4536;a;21.21;21.73; 0.52;-262;  19
4531; ;20.83;21.45; 0.62;-349;  19
4582; ;20.67;21.08; 0.41; 220;  19
4582;a;20.88;21.85; 0.97; 219;  18
4584;c;18.90;20.05; 1.16; 269;  18
4566; ;21.16;21.93; 0.77;-237;  17
4568; ;19.96;20.02; 0.06;-270;  17
4568;a;19.17;19.91; 0.73;-271;  17
4578; ;20.43;20.83; 0.40;-322;  16
4578;a;21.24;21.75; 0.51;-321;  16
4592; ;21.53;22.03; 0.50;-288;  16
4625;a;20.49;21.03; 0.54; 219;  15
4630; ;20.93;21.61; 0.68; 332;  15
4593; ;21.02;21.54; 0.52;-268;  15
4580;a;20.34;20.97; 0.63;-206;  15
4593;a;21.29;21.95; 0.67;-269;  15
4606; ;20.88;21.39; 0.51;-228;  14
4632;a;21.74;22.39; 0.65; 253;  14
4647; ;21.12;21.83; 0.71; 300;  14
4646; ;20.05;20.91; 0.85; 260;  14
4650; ;20.97;21.58; 0.61; 293;  14
4606;a;19.95;20.47; 0.52;-226;  13
4641;a;21.08;21.68; 0.59; 249;  13
4659; ;20.49;21.12; 0.62; 312;  13
4621; ;19.95;20.32; 0.37;-270;  13
4606;b;19.83;20.43; 0.60;-226;  13
4639; ;20.67;21.25; 0.59;-222;  12
4635; ;21.24;21.84; 0.60;-269;  11
4669; ;21.16;21.90; 0.74; 237;  11
4678;a;21.10;21.64; 0.54; 258;  11
4678; ;19.50;20.07; 0.57; 259;  11
4693; ;21.16;21.62; 0.46; 232;   9
4698; ;20.85;21.53; 0.68; 249;   9
4700; ;19.54;19.94; 0.40; 274;   8
4686;a;21.74;22.49; 0.75;-207;   8
4710; ;21.11;22.05; 0.94; 270;   8
4707; ;19.85;20.28; 0.43; 218;   8
4685; ;18.51;18.93; 0.42;-211;   8
4686; ;20.56;21.34; 0.78;-208;   7
4714;b;20.53;21.39; 0.85; 274;   7
4685;a;18.73;19.23; 0.50;-210;   7
4727;a;21.40;22.21; 0.81; 247;   7
4707;a;20.85;21.70; 0.84; 219;   7
4727; ;20.56;21.20; 0.64; 248;   6
4685;b;20.66;21.15; 0.50;-212;   6
4745; ;20.58;21.29; 0.72; 358;   6
4738; ;19.28;19.64; 0.36; 239;   6
4706; ;21.13;21.75; 0.62;-234;   5
4738;a;19.50;20.18; 0.69; 239;   5
4749; ;20.89;21.47; 0.57; 229;   5
4732;a;21.50;22.19; 0.69; 304;   5
4737; ;21.05;21.81; 0.76;-223;   4
4752; ;21.56;22.24; 0.68; 212;   4
4769;a;20.02;20.64; 0.62; 358;   4
4724; ;21.20;22.04; 0.84;-287;   4
4730; ;20.14;20.58; 0.44;-330;   4
4756;b;21.99;22.97; 0.98;-213;   3
4776; ;20.66;21.24; 0.58; 237;   3
4751; ;21.80;22.56; 0.76;-257;   3
4747; ;20.43;20.86; 0.43;-210;   3
4795; ;21.46;22.02; 0.57; 232;   2
4756; ;20.30;21.20; 0.90;-212;   2
4751;a;20.96;21.42; 0.45;-257;   2
4760;a;20.97;21.94; 0.97;-334;   2
4796; ;21.11;21.76; 0.66; 260;   1
4756;a;20.56;21.14; 0.58;-212;   1
4760; ;20.59;21.11; 0.52;-334;   1
4763; ;21.49;21.99; 0.50;-329;   0
4775; ;20.32;20.90; 0.58;-299;   0
4788;a;21.88;22.53; 0.65; 328;   0
4789; ;20.93;21.74; 0.81;-259;  -1
4814;c;21.16;21.90; 0.74;-246;  -1
4779;a;19.09;19.45; 0.36;-268;  -1
4828; ;21.13;21.82; 0.69; 307;  -2
4840;a;21.57;22.28; 0.71; 282;  -2
4840; ;21.12;21.81; 0.69; 280;  -2
4814;a;20.72;21.49; 0.77;-246;  -3
4851; ;20.54;21.20; 0.66; 318;  -3
4814; ;20.88;21.28; 0.40;-245;  -3
4814;b;21.46;22.02; 0.56;-247;  -3
4851;a;20.25;20.78; 0.53; 319;  -3
4856; ;20.22;20.74; 0.52; 284;  -4
4820;a;21.07;21.59; 0.52;-218;  -4
4859; ;21.72;22.07; 0.36; 236;  -4
4832;a;21.28;21.88; 0.61;-258;  -5
4831; ;20.37;21.10; 0.73;-319;  -5
4834; ;21.09;21.82; 0.73;-267;  -5
4831;a;20.68;21.52; 0.84;-318;  -5
4876;a;20.48;20.99; 0.51; 245;  -6
4876;b;20.65;21.28; 0.63; 246;  -6
4849; ;18.56;19.07; 0.51;-286;  -6
4876; ;19.25;19.59; 0.33; 244;  -7
4849;a;19.63;20.19; 0.56;-287;  -7
4854; ;20.99;21.58; 0.59;-331;  -7
4849;b;20.25;20.87; 0.61;-285;  -7
4903;a;20.71;21.66; 0.95; 307;  -7
4854;a;21.31;21.94; 0.63;-330;  -7
4933;a;21.50;22.20; 0.70; 258;  -7
4913;a;20.33;20.85; 0.53; 246;  -8
4871; ;20.95;21.85; 0.90;-238;  -8
4915; ;20.76;21.25; 0.49; 274;  -8
4849;c;19.01;19.41; 0.40;-284;  -8
4913; ;18.51;19.00; 0.50; 247;  -8
4919; ;19.36;19.83; 0.46; 252;  -8
4911; ;18.45;18.97; 0.52; 216;  -8
4915;a;21.43;22.28; 0.85; 274;  -9
4919;a;19.83;20.51; 0.68; 253;  -9
4924; ;20.78;21.66; 0.88; 229;  -9
4911;a;20.81;21.62; 0.80; 216;  -9
4891; ;19.83;20.41; 0.59;-216;  -9
4880;c;21.22;22.23; 1.01;-209;  -9
4939;a;20.64;21.13; 0.49; 254; -10
4898; ;20.87;21.64; 0.76;-284; -10
4899;a;21.22;21.85; 0.64;-255; -10
4899; ;19.55;19.96; 0.41;-256; -10
4938; ;21.37;21.95; 0.58; 250; -10
4939; ;18.64;19.01; 0.38; 252; -10
4909; ;20.16;20.71; 0.55;-259; -11
4909;a;20.30;20.86; 0.56;-258; -11
4923; ;21.37;21.86; 0.50;-216; -11
4917; ;21.34;22.01; 0.67;-321; -11
4923;a;20.89;21.98; 1.09;-215; -12
4957; ;21.25;21.86; 0.61; 287; -12
4928; ;18.94;19.38; 0.43;-263; -12
4928;a;20.71;21.34; 0.63;-264; -12
4962; ;20.13;20.79; 0.66; 238; -12
4931; ;19.47;19.94; 0.47;-288; -13
4952;a;20.46;20.97; 0.51;-251; -13
4969; ;20.28;20.84; 0.56; 224; -13
4931;a;20.03;20.52; 0.49;-289; -13
4962;a;21.06;21.88; 0.83; 239; -13
4916;a;22.02;22.47; 0.45;-346; -13
4976;a;20.91;21.49; 0.58; 244; -13
4974; ;19.24;19.93; 0.68; 256; -14
4976; ;20.27;20.93; 0.67; 243; -14
4952; ;19.70;20.13; 0.43;-252; -14
4974;a;20.30;20.55; 0.25; 255; -14
4959; ;20.87;21.42; 0.55;-248; -15
4952;b;20.59;21.25; 0.67;-253; -15
4990; ;20.82;21.67; 0.86; 214; -16
4967; ;20.84;21.46; 0.62;-317; -16
4970; ;19.27;19.75; 0.47;-267; -16
4958;a;21.82;22.25; 0.43;-294; -17
4970;a;21.05;21.58; 0.53;-268; -17
5006; ;20.75;21.36; 0.60; 257; -18
5021;b;20.72;21.63; 0.91; 218; -19
5001;b;20.74;21.40; 0.66; 236; -19
4993; ;19.11;19.73; 0.62;-340; -19
5021; ;20.00;20.45; 0.45; 219; -19
5021;a;20.48;21.05; 0.57; 220; -19
5009;a;20.43;20.78; 0.35;-255; -20
5009; ;19.67;20.40; 0.73;-254; -20
5008; ;20.23;20.77; 0.53;-345; -21
5037; ;20.98;21.70; 0.72; 244; -21
5040;a;21.59;22.33; 0.74; 324; -23
5056; ;20.76;21.79; 1.02; 215; -23
5068; ;19.08;19.51; 0.44; 256; -23
5076; ;20.16;20.65; 0.49; 285; -24
5056;a;21.75;22.12; 0.37; 216; -24
5078; ;20.47;21.06; 0.59; 322; -24
5068;a;19.42;19.95; 0.53; 255; -24
5042; ;21.44;21.95; 0.52;-214; -24
5062;a;21.87;22.58; 0.71;-218; -24
5100; ;21.49;22.13; 0.65; 331; -25
5100;b;22.28;22.87; 0.59; 332; -25
5062; ;19.58;20.04; 0.46;-219; -25
5060; ;18.85;19.53; 0.68;-342; -26
5060;a;20.31;20.57; 0.26;-342; -26
5107;a;21.57;22.42; 0.85; 232; -26
5091; ;21.23;22.02; 0.79; 261; -27
5084;a;21.45;21.78; 0.33;-234; -28
5125;a;21.70;22.29; 0.59; 221; -29
5109;a;21.82;22.56; 0.74; 270; -29
5125; ;20.79;21.42; 0.63; 222; -29
5103;a;20.61;21.18; 0.57;-274; -29
5135; ;20.04;20.59; 0.55; 253; -29
5120;b;21.77;22.20; 0.43; 243; -30
5103; ;19.47;19.88; 0.41;-275; -30
5104; ;20.88;21.43; 0.55;-254; -30
5114;a;21.81;22.26; 0.45; 208; -30
5154;a;21.56;22.24; 0.68; 241; -31
5154; ;20.92;21.27; 0.35; 242; -32
5159; ;21.10;21.85; 0.75; 247; -32
5129; ;20.41;20.91; 0.50;-239; -32
5133; ;21.13;21.70; 0.57;-236; -32
5137; ;19.83;20.47; 0.64;-273; -33
5166;a;20.76;21.31; 0.55; 213; -33
5129;a;21.31;22.30; 0.99;-239; -33
5141; ;21.90;22.43; 0.53;-299; -33
5141;a;21.28;21.94; 0.65;-300; -34
5133;a;20.91;21.54; 0.63;-234; -34
5149; ;20.20;20.82; 0.63;-247; -34
5152; ;21.51;21.72; 0.21;-273; -34
5153; ;21.36;21.89; 0.53;-231; -34
5149;a;20.98;21.58; 0.60;-247; -35
5197; ;21.00;21.56; 0.55; 336; -35
5197;a;21.71;22.23; 0.52; 338; -35
5192; ;19.80;20.33; 0.52; 218; -35
5192;a;19.94;20.39; 0.45; 217; -36
5196; ;21.02;21.70; 0.67; 212; -36
5192;b;20.38;21.06; 0.68; 219; -36
5173;a;21.83;22.92; 1.09;-319; -36
5173; ;21.38;22.10; 0.72;-318; -36
5203; ;20.87;21.48; 0.62; 221; -36
5196;a;21.22;21.80; 0.59; 211; -36
5157; ;19.78;20.27; 0.49;-324; -37
5210;a;20.74;21.26; 0.52; 302; -37
5210; ;19.51;19.87; 0.36; 302; -37
5238; ;21.16;21.69; 0.53; 350; -38
5237; ;19.79;20.27; 0.48; 316; -38
5213;b;21.28;21.99; 0.71;-213; -39
5243; ;19.68;20.14; 0.46; 334; -39
5212; ;20.90;21.54; 0.64;-324; -39
5236; ;20.29;20.79; 0.50; 244; -39
5213; ;21.37;22.05; 0.68;-214; -40
5216; ;19.54;19.81; 0.27;-248; -40
5215; ;20.18;20.59; 0.41;-295; -41
5216;a;20.35;21.20; 0.85;-249; -41
5229; ;20.52;21.07; 0.55;-245; -41
5264; ;21.33;21.80; 0.47; 267; -41
5246;d;20.53;21.06; 0.52;-208; -41
5246; ;19.25;19.91; 0.66;-206; -42
5245; ;20.96;21.72; 0.76;-210; -42
5285; ;20.05;20.59; 0.53; 271; -42
5285;c;21.24;22.02; 0.78; 270; -43
5285;b;21.06;21.45; 0.40; 271; -43
5246;c;20.50;21.02; 0.51;-204; -43
5246;a;19.77;20.28; 0.51;-206; -43
5304;c;21.60;22.28; 0.67; 237; -43
5291; ;19.16;19.64; 0.48; 215; -44
5246;b;20.29;21.03; 0.74;-206; -44
5285;a;19.37;19.74; 0.37; 269; -44
5295; ;21.27;22.11; 0.83; 208; -44
5291;a;19.78;20.52; 0.74; 215; -44
5273; ;20.30;20.86; 0.56;-229; -44
5295;a;21.18;21.75; 0.57; 206; -45
5315; ;21.03;21.59; 0.56; 308; -45
5284; ;20.77;21.42; 0.65;-214; -45
5263;a;20.81;21.32; 0.50;-209; -45
5304;a;20.93;21.58; 0.65; 235; -46
5289; ;20.83;21.56; 0.73;-348; -46
5274;a;22.00;22.70; 0.70;-220; -46
5315;a;22.13;23.06; 0.93; 308; -46
5298;b;22.23;22.66; 0.43;-312; -46
5334;a;21.63;22.29; 0.66; 217; -46
5303; ;20.04;20.63; 0.59;-235; -47
5336;a;21.17;21.79; 0.62; 210; -48
5303;a;21.13;21.82; 0.69;-235; -48
5336;b;21.64;22.19; 0.56; 211; -48
5327; ;20.18;20.59; 0.40;-216; -48
5320; ;21.45;22.00; 0.55;-208; -48
5319; ;21.07;21.97; 0.89;-225; -48
5336; ;19.70;20.31; 0.62; 209; -48
5360; ;20.17;20.93; 0.76; 227; -48
5338;a;20.71;21.56; 0.85; 259; -49
5360;a;19.68;20.23; 0.55; 228; -49
5320;a;21.76;22.32; 0.56;-208; -49
5343; ;20.57;21.13; 0.56;-254; -50
5377;a;21.31;21.90; 0.59; 219; -51
5377; ;21.38;22.02; 0.65; 221; -51
5356;a;19.19;20.00; 0.81;-295; -51
5354; ;21.19;21.72; 0.53;-238; -51
5343;a;21.51;22.12; 0.61;-254; -51
5356;c;20.50;21.43; 0.93;-297; -51
5356;b;19.27;19.73; 0.45;-296; -52
5356; ;19.37;19.78; 0.40;-295; -52
5363; ;19.45;19.79; 0.34;-243; -52
5370; ;21.24;21.94; 0.70;-209; -53
5368; ;20.57;21.12; 0.54;-267; -53
5373; ;20.75;21.42; 0.68;-234; -53
5375; ;19.84;20.28; 0.44;-295; -53
5392;b;19.78;20.36; 0.58;-241; -54
5415; ;20.77;21.37; 0.60; 327; -54
5370;a;21.44;22.09; 0.65;-208; -54
5373;a;18.45;19.05; 0.60;-232; -54
5368;a;20.16;20.89; 0.73;-267; -54
5422; ;20.10;20.61; 0.50; 232; -54
5392; ;19.49;20.01; 0.52;-242; -54
5392;a;19.77;20.30; 0.53;-243; -55
5422;a;18.94;19.54; 0.60; 232; -55
5426; ;20.48;20.86; 0.38; 205; -55
5400; ;20.22;20.78; 0.56;-265; -56
5433; ;19.43;19.98; 0.55; 236; -56
5409; ;20.69;21.26; 0.57;-241; -56
5433;a;21.13;21.61; 0.47; 237; -56
5423;a;21.64;22.42; 0.77;-261; -57
5400;a;20.88;21.47; 0.59;-265; -57
5400;b;20.40;20.98; 0.58;-265; -57
5423; ;20.87;21.49; 0.62;-261; -58
5428; ;21.48;22.08; 0.60;-274; -58
5455; ;20.63;21.25; 0.62; 204; -58
5428;a;21.32;21.88; 0.57;-274; -58
5443;b;21.04;21.31; 0.28;-268; -59
5443;a;20.25;21.00; 0.75;-270; -59
5445; ;20.27;20.79; 0.52;-254; -60
5444; ;19.36;19.93; 0.57;-257; -60
5443; ;18.39;18.98; 0.59;-268; -60
5444;a;20.14;20.77; 0.63;-256; -60
5484;a;21.88;22.60; 0.72; 268; -61
5461;a;21.48;21.94; 0.46;-227; -61
5461; ;20.13;20.73; 0.61;-228; -61
5476; ;21.08;21.67; 0.58; 240; -61
5467; ;19.67;20.78; 1.11;-207; -62
5492;a;20.95;21.64; 0.69; 286; -62
5484; ;21.26;21.87; 0.61; 268; -62
5494; ;20.63;21.20; 0.57; 312; -62
5492;c;21.46;22.00; 0.55; 289; -63
5492; ;19.53;19.95; 0.43; 287; -63
5491; ;21.01;21.46; 0.46; 246; -63
5490; ;19.03;19.39; 0.35; 241; -63
5490;a;20.17;20.69; 0.51; 242; -63
5492;b;20.65;21.49; 0.84; 288; -64
5501; ;20.59;21.29; 0.70; 203; -64
5514;a;20.39;21.14; 0.76; 316; -64
5512; ;21.65;22.24; 0.59; 281; -64
5521; ;18.86;19.37; 0.51; 314; -65
5530; ;21.42;22.09; 0.67; 308; -65
5523; ;18.92;19.41; 0.49; 238; -65
5521;a;19.67;20.41; 0.74; 313; -65
5505;a;21.20;21.75; 0.55;-245; -65
5537;a;19.59;19.95; 0.36; 272; -66
5537; ;18.39;19.04; 0.66; 273; -66
5523;a;18.52;18.96; 0.43; 239; -66
5538; ;19.86;20.47; 0.61; 276; -66
5540; ;19.87;20.34; 0.48; 248; -66
5538;a;19.84;20.34; 0.50; 275; -66
5505; ;19.22;19.62; 0.40;-245; -67
5511; ;20.12;20.76; 0.63;-230; -67
5540;a;20.26;21.09; 0.83; 249; -67
5540;b;20.13;20.52; 0.38; 248; -67
5515;a;20.77;21.56; 0.79;-217; -67
5515; ;20.36;20.88; 0.53;-216; -67
5554; ;20.94;21.32; 0.38; 282; -68
5527;a;20.56;21.02; 0.46; 205; -68
5562; ;21.35;21.90; 0.55; 253; -68
5511;a;21.68;22.44; 0.76;-230; -68
5515;b;21.66;22.21; 0.55;-216; -68
5574; ;21.19;21.78; 0.59; 275; -69
5562;a;22.01;22.79; 0.77; 252; -69
5584;a;21.56;22.28; 0.71; 257; -69
5580; ;21.25;21.80; 0.55; 241; -69
5599; ;20.59;21.10; 0.51; 322; -70
5552; ;20.30;20.84; 0.54;-238; -70
5601; ;19.94;20.43; 0.49; 294; -71
5605; ;19.76;20.25; 0.49; 320; -71
5600; ;19.65;20.10; 0.45; 240; -71
5600;a;20.64;21.17; 0.53; 239; -72
5579; ;20.58;21.14; 0.57;-215; -72
5586;a;21.72;22.48; 0.76;-218; -72
5560;a;20.88;21.45; 0.57;-197; -72
5586; ;20.71;21.54; 0.83;-217; -72
5577;a;20.66;21.28; 0.62;-293; -73
5577; ;20.66;21.29; 0.63;-291; -73
5629; ;19.93;20.51; 0.58; 311; -73
5629;a;20.23;20.69; 0.45; 310; -74
5595;a;20.51;21.12; 0.61;-242; -74
5606; ;21.16;21.81; 0.65;-256; -75
5602;a;21.61;22.19; 0.58;-296; -75
5615; ;19.85;20.38; 0.54;-273; -76
5648; ;20.44;20.77; 0.33; 198; -76
5615;a;20.32;20.78; 0.45;-274; -76
5624; ;20.30;20.77; 0.47;-230; -76
5624;a;20.92;21.67; 0.75;-231; -76
5661; ;20.23;20.87; 0.64; 225; -76
5627; ;21.08;21.61; 0.53;-257; -76
5633; ;21.14;21.77; 0.64;-195; -77
5648;a;21.21;21.70; 0.49; 197; -77
5618;a;21.57;22.19; 0.62;-227; -77
5687; ;21.23;21.74; 0.51; 338; -77
5661;a;19.49;19.92; 0.43; 226; -77
5671; ;20.42;21.13; 0.71; 200; -78
5644; ;21.32;21.92; 0.60;-222; -78
5678; ;21.31;22.14; 0.83; 216; -78
5675; ;21.76;22.17; 0.40;-296; -80
5729;a;20.16;21.28; 1.12; 348; -80
5689;a;20.34;21.10; 0.76;-241; -81
5689; ;19.76;20.33; 0.57;-240; -81
5729; ;19.05;19.41; 0.37; 348; -81
5722; ;19.37;19.83; 0.46; 202; -82
5703; ;20.90;21.38; 0.49;-219; -82
5702; ;21.28;22.09; 0.81;-291; -82
5747;a;20.36;20.88; 0.52; 214; -82
5744; ;19.79;20.31; 0.52; 276; -83
5702;a;21.10;21.61; 0.51;-290; -83
5717;a;21.53;22.75; 1.22;-236; -83
5742; ;21.05;21.57; 0.52; 225; -83
5717; ;21.02;21.73; 0.71;-238; -84
5702;b;20.19;20.77; 0.57;-290; -84
5726; ;21.05;21.91; 0.86;-193; -84
5743;a;20.64;21.41; 0.77; 274; -85
5726;a;21.17;22.02; 0.85;-193; -85
5733;a;20.25;20.71; 0.46;-304; -85
5733; ;19.23;19.75; 0.52;-305; -85
5780; ;21.23;21.87; 0.64; 335; -86
5776;a;20.71;21.19; 0.48; 256; -86
5776; ;19.41;19.81; 0.40; 258; -87
5755;a;21.00;21.28; 0.28;-214; -87
5755; ;19.41;20.05; 0.64;-215; -87
5798;a;21.16;21.77; 0.61; 259; -88
5736;a;21.92;22.61; 0.69;-205; -88
5760; ;21.13;21.97; 0.84;-288; -88
5753;a;20.50;21.25; 0.75;-260; -88
5798; ;20.19;20.56; 0.37; 260; -89
5803;a;18.61;19.04; 0.43; 210; -89
5760;a;20.74;21.38; 0.64;-287; -90
5802; ;21.12;21.74; 0.61; 206; -90
5786;a;20.84;21.43; 0.58;-274; -90
5786; ;19.52;19.97; 0.45;-276; -90
5819; ;21.00;21.58; 0.58; 235; -90
5802;a;20.76;21.54; 0.78; 206; -91
5842; ;20.98;21.39; 0.40; 300; -91
5794; ;21.51;22.07; 0.56;-195; -91
5796; ;19.71;19.72; 0.01;-205; -91
5848; ;21.02;21.54; 0.52; 334; -91
5795; ;21.19;21.88; 0.70;-216; -92
5796;a;19.54;20.68; 1.14;-205; -92
5806; ;20.95;21.56; 0.61;-231; -92
5848;a;21.82;22.34; 0.52; 333; -92
5823; ;21.16;21.94; 0.78;-194; -93
5795;a;20.81;21.46; 0.65;-213; -93
5829; ;20.34;20.90; 0.56;-211; -93
5827; ;20.50;21.12; 0.62;-287; -93
5823;a;19.84;20.36; 0.52;-192; -93
5823;b;21.01;21.70; 0.70;-193; -94
5827;b;19.90;20.49; 0.60;-289; -94
5827;a;19.78;20.40; 0.61;-288; -94
5872; ;20.77;21.51; 0.75;-227; -96
5871; ;21.54;22.06; 0.51;-240; -97
5878; ;20.08;20.70; 0.62;-281; -97
5878;a;19.90;20.36; 0.46;-281; -97
5855;a;22.22;22.65; 0.44;-333; -97
5902; ;21.01;21.49; 0.48; 265; -98
5909; ;19.46;20.04; 0.58; 276; -98
5892;a;21.56;22.22; 0.66;-278; -98
5909;b;19.58;19.81; 0.23; 276; -98
5883;a;19.99;20.44; 0.45;-212; -98
5888; ;20.01;20.69; 0.68;-226; -98
5909;a;20.38;21.02; 0.65; 277; -98
5892; ;21.09;21.61; 0.52;-279; -99
5895; ;20.88;21.44; 0.56;-217; -99
5936; ;20.84;21.30; 0.46; 265;-100
5899; ;20.02;20.69; 0.66;-264;-100
5953;a;21.64;22.08; 0.44; 280;-101
5920;b;18.85;19.65; 0.80;-221;-101
5917; ;19.72;20.11; 0.39;-240;-101
5919;a;21.43;22.12; 0.69;-202;-101
5919;b;21.32;22.27; 0.95;-203;-102
5974; ;21.34;22.00; 0.66; 231;-103
5991; ;21.30;22.18; 0.88; 293;-104
5990; ;21.17;21.79; 0.62; 258;-104
5931;a;21.68;22.20; 0.52;-215;-105
